//X Y Z R G B PointSourceId ScanAngleRank ScanDirectionFlag NumberOfReturns ReturnNumber GpsTime Intensity
544493.49975586 258512.81469727 6.29899826 28 28 28 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.500121 7239.000000
544493.07592773 258512.67211914 6.31999817 32 32 32 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.500123 8405.000000
544492.64965820 258512.53930664 6.31299820 34 34 34 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.500125 8854.000000
544492.22290039 258512.40649414 6.30299988 35 35 35 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.500127 9083.000000
544491.79760742 258512.26782227 6.30499878 34 34 34 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.500129 8956.000000
544491.36987305 258512.13696289 6.28499832 36 36 36 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.500131 9349.000000
544500.58227539 258514.38305664 6.28699722 31 31 31 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.510079 8114.000000
544500.15356445 258514.25610352 6.28999939 35 35 35 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.510082 9087.000000
544499.72290039 258514.13500977 6.27199783 34 34 34 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.510084 8867.000000
544499.29663086 258514.00024414 6.29599991 30 30 30 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.510086 7888.000000
544498.86596680 258513.88110352 6.27500000 36 36 36 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.510089 9382.000000
544498.43676758 258513.75610352 6.26599731 31 31 31 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.510091 8065.000000
544498.00854492 258513.62719727 6.26599731 34 34 34 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.510092 8840.000000
544497.58178711 258513.49438477 6.27500000 38 38 38 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.510095 9849.000000
544497.15649414 258513.35571289 6.29799881 35 35 35 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.510097 9023.000000
544496.72875977 258513.22680664 6.29699936 41 41 41 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.510099 10740.000000
544496.30249023 258513.09008789 6.30999985 33 33 33 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.510101 8607.000000
544495.87573242 258512.95922852 6.30999985 40 40 40 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.510104 10409.000000
544495.44653320 258512.83422852 6.29199829 34 34 34 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.510106 8725.000000
544495.02124023 258512.69750977 6.30299988 37 37 37 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.510108 9556.000000
544494.59448242 258512.56274414 6.30499878 36 36 36 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.510111 9398.000000
544494.16772461 258512.42993164 6.30099716 32 32 32 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.510112 8441.000000
544493.74291992 258512.29125977 6.31399765 33 33 33 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.510114 8514.000000
544493.31713867 258512.15649414 6.31399765 37 37 37 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.510117 9569.000000
544492.89184570 258512.01782227 6.32199707 35 35 35 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.510119 9145.000000
544492.46362305 258511.89086914 6.29699936 38 38 38 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.510121 9751.000000
544492.03833008 258511.75219727 6.30199661 39 39 39 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.510124 10124.000000
544491.61157227 258511.61938477 6.28699722 37 37 37 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.510126 9627.000000
544491.18530273 258511.48461914 6.27999725 40 40 40 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.510128 10451.000000
544500.89721680 258513.97485352 6.26299896 31 31 31 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.520074 8094.000000
544500.46997070 258513.84399414 6.27899780 35 35 35 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.520075 8998.000000
544500.04125977 258513.71508789 6.28499832 31 31 31 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.520078 8012.000000
544499.61206055 258513.59008789 6.27999725 30 30 30 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.520080 7832.000000
544499.18383789 258513.46313477 6.28199997 38 38 38 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.520082 9753.000000
544498.75512695 258513.33618164 6.27999725 34 34 34 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.520084 8940.000000
544498.32690430 258513.20922852 6.27799835 37 37 37 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.520087 9545.000000
544497.89916992 258513.07836914 6.27999725 31 31 31 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.520089 8121.000000
544497.47045898 258512.95141602 6.27099838 34 34 34 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.520091 8745.000000
544497.04418945 258512.81665039 6.28499832 34 34 34 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.520094 8943.000000
544496.61840820 258512.68188477 6.30099716 31 31 31 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.520096 8179.000000
544496.19067383 258512.55102539 6.29699936 32 32 32 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.520097 8199.000000
544495.76440430 258512.41625977 6.30499878 36 36 36 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.520100 9391.000000
544495.33618164 258512.28930664 6.29299774 41 41 41 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.520102 10602.000000
544494.90942383 258512.15649414 6.29099884 35 35 35 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.520104 9211.000000
544494.48315430 258512.02172852 6.29499664 34 34 34 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.520106 8945.000000
544494.05834961 258511.88305664 6.30799713 43 43 43 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.520109 11031.000000
544493.63256836 258511.74633789 6.31399765 36 36 36 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.520111 9302.000000
544493.20727539 258511.60961914 6.31799927 39 39 39 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.520113 10218.000000
544492.77954102 258511.47875977 6.30099716 39 39 39 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.520116 10189.000000
544492.35229492 258511.34790039 6.28599777 39 39 39 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.520117 10067.000000
544491.92749023 258511.20727539 6.29299774 38 38 38 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.520119 9907.000000
544491.50415039 258511.06469727 6.30999985 37 37 37 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.520122 9514.000000
544500.71752930 258513.34399414 6.28699722 33 33 33 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.530070 8607.000000
544500.28881836 258513.21704102 6.29199829 36 36 36 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.530072 9231.000000
544499.86059570 258513.09008789 6.29399719 35 35 35 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.530074 9116.000000
544499.43139648 258512.96508789 6.28999939 37 37 37 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.530077 9522.000000
544499.00268555 258512.83813477 6.28499832 38 38 38 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.530079 9936.000000
544498.57299805 258512.71313477 6.27500000 33 33 33 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.530080 8578.000000
544498.14575195 258512.58227539 6.27899780 35 35 35 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.530083 9183.000000
544497.71801758 258512.45141602 6.28299942 31 31 31 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.530085 8110.000000
544497.28930664 258512.32446289 6.27500000 32 32 32 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.530087 8385.000000
544496.86157227 258512.19555664 6.27299728 35 35 35 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.530089 9023.000000
544496.43774414 258512.05297852 6.30299988 37 37 37 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.530092 9529.000000
544496.01000977 258511.92211914 6.30299988 36 36 36 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.530094 9340.000000
544495.58227539 258511.79321289 6.29599991 38 38 38 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.530096 9771.000000
544495.15698242 258511.65649414 6.30599823 36 36 36 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.530099 9402.000000
544494.73022461 258511.52172852 6.30399933 34 34 34 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.530101 8783.000000
544494.30590820 258511.38110352 6.32399979 40 40 40 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.530102 10344.000000
544493.87817383 258511.25024414 6.31299820 42 42 42 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.530105 10860.000000
544493.45190430 258511.11743164 6.30799713 38 38 38 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.530107 9898.000000
544493.02465820 258510.98461914 6.29799881 46 46 46 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.530109 12001.000000
544492.59838867 258510.84985352 6.29399719 44 44 44 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.530111 11344.000000
544500.72729492 258512.73657227 6.29199829 33 33 33 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.540064 8501.000000
544500.29907227 258512.60766602 6.30099716 38 38 38 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.540066 9980.000000
544499.87036133 258512.48071289 6.30199661 37 37 37 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.540068 9589.000000
544499.43969727 258512.35961914 6.28399887 37 37 37 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.540070 9660.000000
544499.01098633 258512.23266602 6.27899780 34 34 34 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.540072 8885.000000
544498.58325195 258512.10180664 6.28499832 36 36 36 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.540075 9271.000000
544498.15454102 258511.97680664 6.27799835 36 36 36 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.540077 9438.000000
544497.72680664 258511.84594727 6.28099670 35 35 35 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.540079 8965.000000
544497.30053711 258511.71118164 6.29099884 38 38 38 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.540082 9773.000000
544496.87182617 258511.58422852 6.27999725 35 35 35 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.540084 9136.000000
544496.44506836 258511.45141602 6.28799667 38 38 38 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.540085 9962.000000
544496.01782227 258511.31860352 6.28799667 38 38 38 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.540088 9833.000000
544495.58911133 258511.19165039 6.27299728 40 40 40 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.540090 10391.000000
544495.16381836 258511.05493164 6.28399887 41 41 41 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.540092 10726.000000
544494.73901367 258510.91430664 6.30299988 41 41 41 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.540094 10602.000000
544494.31176758 258510.78344727 6.29499664 40 40 40 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.540097 10342.000000
544500.54272461 258512.02563477 6.29199829 39 39 39 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.550058 10024.000000
544500.11303711 258511.90063477 6.28699722 39 39 39 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.550060 10007.000000
544499.68530273 258511.77172852 6.29299774 29 29 29 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.550062 7552.000000
544499.25805664 258511.63891602 6.30499878 34 34 34 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.550065 8905.000000
544498.82788086 258511.51586914 6.28899994 40 40 40 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.550067 10440.000000
544498.40014648 258511.38696289 6.29099884 37 37 37 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.550069 9582.000000
544497.97192383 258511.25610352 6.29199829 36 36 36 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.550070 9354.000000
544497.54467773 258511.12524414 6.29599991 40 40 40 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.550073 10266.000000
544497.11645508 258510.99633789 6.29199829 36 36 36 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.550075 9442.000000
544496.68969727 258510.86352539 6.29499664 36 36 36 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.550077 9307.000000
544500.80737305 258511.45922852 6.28899994 36 36 36 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.560050 9269.000000
544500.37817383 258511.33227539 6.28699722 35 35 35 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.560052 8998.000000
544499.94897461 258511.20727539 6.28399887 35 35 35 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.560054 9100.000000
544499.52026367 258511.08032227 6.27899780 40 40 40 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.560056 10371.000000
544499.09301758 258510.94946289 6.28699722 39 39 39 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.560058 10138.000000
544498.66674805 258510.81469727 6.30399933 48 48 48 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.560060 12388.000000
544500.76098633 258510.83813477 6.29999771 42 42 42 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.570043 10851.000000
544500.33081055 258510.71704102 6.28899994 38 38 38 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.570046 9964.000000
